P01_01,put down salt,17109,17207,put-down,1,salt,31
P01_01,stir courgette,17271,17655,stir,6,courgette,69
P01_01,put down spatula,17661,17736,put-down,1,spatula,22
P01_01,take celery,17742,17982,take,0,celery,185
P01_01,still washing celery,18075,18930,wash,4,celery,185
P01_01,open tap,18078,18207,open,2,tap,3
P01_01,wash celery,18213,18929,wash,4,celery,185
P01_01,close tap,18901,18956,close,3,tap,3
P01_01,put down celery,19095,19200,put-down,1,celery,185
P01_01,cut celery,19366,19690,cut,5,celery,185
P01_01,still cutting celery,19696,20284,cut,5,celery,185
P01_01,pour celery onto pan,20498,20772,pour,7,celery,185
P01_01,put down cutting board and knife,20760,20860,put-down,1,board:cutting,19
P01_01,take celery,20839,21227,take,0,celery,185
P01_01,throw things into garbage bin,21245,21506,throw,8,celery,185
P01_01,open fridge,21612,21710,open,2,fridge,10
P01_01,put celery back into fridge,21645,21784,put,1,celery,185
P01_01,close fridge,21784,21849,close,3,fridge,10
P01_01,take spatula,22040,22100,take,0,spatula,22
P01_01,stir something,22102,22681,stir,6,spatula,22
P01_01,put down spatula,22669,22758,put-down,1,spatula,22
P01_01,open container,22755,22872,open,2,container,29
P01_01,take onion,22891,23091,take,0,onion,13
P01_01,take onion,23040,23085,take,0,onion,13
P01_01,put down onion,23091,23134,put-down,1,onion,13
P01_01,close container,23128,23302,close,3,container,29
P01_01,take spatula,23431,23476,take,0,spatula,22
P01_01,take knife,23457,23527,take,0,knife,5
P01_01,cut onion,23555,23925,cut,5,onion,13
P01_01,still cutting onion,23724,24421,cut,5,onion,13
P01_01,still cutting onion,24503,25330,cut,5,onion,13
P01_01,put down knife,25481,25585,put-down,1,knife,5
P01_01,take kettle,25617,25761,take,0,kettle,38
P01_01,open tap,25784,26028,open,2,tap,3
P01_01,pour water into kettle,25794,26266,pour,7,water,17
P01_01,still pouring water,26220,26589,pour,7,water,17
P01_01,close tap,26490,26535,close,3,tap,3
P01_01,turn kettle on,26706,26827,turn,13,kettle,38
P01_01,take spatula,27004,27048,take,0,spatula,22
P01_01,stir vegetables,27033,27498,stir,6,vegetable,90
P01_01,still stirring vegetables,27334,27884,stir,6,vegetable,90
P01_01,take glass,28050,28113,take,0,glass,16
P01_01,take glass,28148,28219,take,0,glass,16
P01_01,open cupboard,28287,28362,open,2,cupboard,8
P01_01,put glass into cupboard,28450,28633,put,1,glass,16
P01_01,close cupboard,28604,28759,close,3,cupboard,8
P01_01,take cup,28785,28852,take,0,cup,23
P01_01,open cupboard,28888,28932,open,2,cupboard,8
P01_01,put cup into cupboard,28927,28980,put,1,cup,23
P01_01,take container and lid,29113,29232,take,0,container,29
P01_01,put container on top of counter,29302,29347,put,1,container,29
P01_01,open container,29520,29564,open,2,container,29
P01_01,put container inside container,29593,29662,put,1,container,29
P01_01,close lid,29748,29819,close,3,lid,11
P01_01,put container in cupboard,29978,30036,put,1,container,29
P01_01,take plate,30141,30198,take,0,plate,4
P01_01,put plate down,30279,30475,put,1,plate,4
P01_01,open drawer,30489,30596,open,2,drawer,9
P01_01,take something,30557,30692,take,0,drawer,9
P01_01,put down something,30759,30865,put-down,1,drawer,9
P01_01,open drawer,31008,31082,open,2,drawer,9
P01_01,take fork,31072,31147,take,0,fork,18
P01_01,put down fork,31160,31215,put-down,1,fork,18
P01_01,take spatula,31271,31324,take,0,spatula,22
P01_01,stir vegetables,31315,31713,stir,6,vegetable,90
P01_01,take container,32522,32578,take,0,container,29
P01_01,open fridge,32783,32845,open,2,fridge,10
P01_01,put container into fridge,32844,32940,put,1,container,29
P01_01,close fridge,32956,33001,close,3,fridge,10
P01_01,take spatula,33204,33269,take,0,spatula,22
P01_01,stir vegetables,33279,33510,stir,6,vegetable,90
P01_01,take grater,33667,33739,take,0,grater,131
P01_01,take grater,33667,33751,take,0,grater,131
P01_01,take carrots,33724,33768,take,0,carrot,40
P01_01,cut carrots,33855,34130,cut,5,carrot,40
P01_01,drop grater,34150,34261,drop,61,grater,131
P01_01,grate carrots,34465,35215,grate,37,carrot,40
P01_01,still grating carrots,35221,35734,grate,37,carrot,40
P01_01,still grating carrot,35417,36043,grate,37,carrot,40
P01_01,still grating carrot,36131,38339,grate,37,carrot,40
P01_01,put down grater,38370,38416,put-down,1,grater,131
P01_01,throw carrot into bin,38508,38569,throw,8,carrot,40
P01_01,take grater,38669,38719,take,0,grater,131
P01_01,put down grater,38980,39046,put-down,1,grater,131
P01_01,throw carrot into bin,39166,39229,throw,8,carrot,40
P01_01,take spatula,39285,39345,take,0,spatula,22
P01_01,stir vegetables,39343,39657,stir,6,vegetable,90
P01_01,open cupboard,39753,39813,open,2,cupboard,8
P01_01,take saucepan,39813,39918,take,0,saucepan,1
P01_01,put down saucepan,40038,40449,put-down,1,saucepan,1
P01_01,turn hob,40500,40619,turn,13,hob,47
P01_01,take kettle,40770,40937,take,0,kettle,38
P01_01,pour water into saucepan,41004,41841,pour,7,water,17
P01_01,see boiling water,41193,41493,see,50,water:boiling,17
P01_01,put down kettle,41944,42114,put-down,1,kettle,38
P01_01,take olive oil,42231,42324,take,0,oil:olive,24
P01_01,pour oil,42472,42784,pour,7,oil,24
P01_01,close oil,42788,42983,close,3,oil,24
P01_01,put down oil,42989,43069,put-down,1,oil,24
P01_01,take spatula,43075,43128,take,0,spatula,22
P01_01,take cutting board with onion,43141,43202,take,0,board:cutting,19
P01_01,pouring onion,43227,43342,pour,7,onion,13
P01_01,put down cutting board,43347,43413,put-down,1,board:cutting,19
P01_01,stir vegetables,43422,43888,stir,6,vegetable,90
P01_01,still stirring vegetables,43822,45004,stir,6,vegetable,90
P01_01,take salt,45023,45091,take,0,salt,31
P01_01,open salt,45097,45189,open,2,salt,31
P01_01,put down salt,45165,45240,put-down,1,salt,31
P01_01,open drawer,45185,45269,open,2,drawer,9
P01_01,take spoon,45297,45402,take,0,spoon,7
P01_01,pour salt onto spoon,45468,45695,pour,7,salt,31
P01_01,pour salt into water,45729,45819,pour,7,salt,31
P01_01,stir water,45763,45862,stir,6,water,17
P01_01,close salt,45894,45945,close,3,salt,31
P01_01,put down spoon,45966,46006,put-down,1,spoon,7
P01_01,put down salt,46050,46164,put-down,1,salt,31
P01_01,take spatula,46172,46216,take,0,spatula,22
P01_01,stir vegetables,46215,46279,stir,6,vegetable,90
P01_01,adjust hob,46284,46359,adjust,17,hob,47
P01_01,stir vegetables,46483,48495,stir,6,vegetable,90
P01_01,still stirring vegetables,46540,46897,stir,6,vegetable,90
P01_01,still stirring vegetables,47359,49179,stir,6,vegetable,90
P01_01,put down spatula,49172,49252,put-down,1,spatula,22
P01_01,open cupboard,49273,49344,open,2,cupboard,8
P01_01,take something,49344,49510,take,0,cupboard,8
P01_01,put down something,49456,49546,put-down,1,cupboard,8
P01_01,take rice,49614,49716,take,0,rice,44
P01_01,open rice,49753,50118,open,2,rice,44
P01_01,put down rice,50348,50426,put-down,1,rice,44
P01_01,take spatula,50442,50498,take,0,spatula,22
P01_01,stir vegetables,50504,50836,stir,6,vegetable,90
P01_01,still stirring vegetables,50842,51846,stir,6,vegetable,90
P01_01,put down spatula,51855,51918,put-down,1,spatula,22
P01_01,take tofu,51960,52036,take,0,tofu,159
P01_01,take knife,52175,52261,take,0,knife,5
P01_01,cut tofu sleeve,52252,52506,cut,5,tofu,159
P01_01,open tofu container,52528,53104,open,2,container:tofu,29
P01_01,pour tofu onto pan,53155,53350,pour,7,tofu,159
P01_01,put down tofu container,53371,53455,put-down,1,container:tofu,29
P01_01,stir vegetables and tofu,53452,54256,stir,6,vegetable,90
P01_01,put down spatula,54250,54310,put-down,1,spatula,22
P01_01,take tofu container,54316,54491,take,0,container:tofu,29
P01_01,throw something into the bin,54559,54688,throw,8,container:tofu,29
P01_01,throw something into the bin,54685,54815,throw,8,container:tofu,29
P01_01,throw tupperware container into the bin,55056,55105,throw,8,container:tupperware,29
P01_01,take spatula,55298,55343,take,0,spatula,22
P01_01,stir vegetables in tofu,55299,55721,stir,6,vegetable,90
P01_01,take rice,55717,55797,take,0,rice,44
P01_01,pour rice into water,55906,56256,pour,7,rice,44
P01_01,pour rice into water,56307,56577,pour,7,rice,44
P01_01,fold rice bag,56727,57096,fold,46,bag:rice,20
P01_01,close rice bag,57102,57182,close,3,bag:rice,20
P01_01,open cupboard,57237,57300,open,2,cupboard,8
P01_01,put rice into cupboard,57303,57412,put,1,rice,44
P01_01,stir vegetables in tofu,57556,58175,stir,6,vegetable,90
P01_01,take spatula,57569,57630,take,0,spatula,22
P01_01,take bottle,58225,58269,take,0,bottle,28
P01_01,open top,58275,58317,open,2,top,78
P01_01,pour water into bottle,58404,59088,pour,7,water,17
P01_01,close top,59018,59140,close,3,top,78
P01_01,put bottle onto table,59185,59289,put,1,bottle,28
P01_01,take cutlery,59376,59616,take,0,cutlery,75
P01_01,open cupboard,59672,59824,open,2,cupboard,8
P01_01,put cutlery into cupboard,59830,60475,put,1,cutlery,75
P01_01,close drawer,60460,60567,close,3,drawer,9
P01_01,take spatula,60596,60653,take,0,spatula,22
P01_01,stir vegetables and tofu,60654,61082,stir,6,vegetable,90
P01_01,adjust,61092,61212,adjust,17,vegetable,90
P01_01,stir vegetables,61233,61503,stir,6,vegetable,90
P01_01,stir rice,61524,61963,stir,6,rice,44
P01_01,put down spatula,62015,62073,put-down,1,spatula,22
P01_01,take spoon,62102,62257,take,0,spoon,7
P01_01,take glass,62217,62485,take,0,glass,16
P01_01,put down,62413,62920,put-down,1,glass,16
P01_01,put down glass,62491,62762,put-down,1,glass,16
P01_01,open drawer,62778,62904,open,2,drawer,9
P01_01,take spatula,63100,63166,take,0,spatula,22
P01_01,stir vegetables into a bowl,63112,64045,stir,6,vegetable,90
P01_01,put down spatula,63992,64055,put-down,1,spatula,22
P01_01,take container,64449,64576,take,0,container,29
P01_01,open container,64522,64602,open,2,container,29
P01_01,take container out of container,64625,64729,take,0,container,29
P01_01,close container,64741,65014,close,3,container,29
P01_01,put container back into cupboard,65020,65073,put,1,container,29
P01_01,take spatula,65186,65277,take,0,spatula,22
P01_01,stir rice,65248,65539,stir,6,rice,44
P01_01,stir vegetables and tofu,65655,66203,stir,6,vegetable,90
P01_01,still stirring vegetables and tofu,65941,67875,stir,6,vegetable,90
P01_01,put down spatula,67915,68025,put-down,1,spatula,22
P01_01,stir vegetables,69785,70318,stir,6,vegetable,90
P01_01,stir rice,70329,70704,stir,6,rice,44
P01_01,put down spatula,70714,70831,put-down,1,spatula,22
P01_01,take spatula,72849,72924,take,0,spatula,22
P01_01,put down spatula,72911,73550,put-down,1,spatula,22
P01_01,stir vegetables and tofu,72919,73543,stir,6,vegetable,90
P01_01,take spoon,73536,73596,take,0,spoon,7
P01_01,scoop rice,73663,73840,scoop,19,rice,44
P01_01,taste rice,73894,74162,taste,39,rice,44
P01_01,put down spoon,74168,74335,put-down,1,spoon,7
P01_01,open cupboard,74873,74985,open,2,cupboard,8
P01_01,take drainer,75063,75179,take,0,drainer,61
P01_01,take glass and bottle,75839,75921,take,0,glass,16
P01_01,pour water onto glass,75900,76222,pour,7,water,17
P01_01,drink water,76255,76599,drink,58,water,17
P01_01,put down bottle,76353,76437,put-down,1,bottle,28
P01_01,put down glass,76567,76656,put-down,1,glass,16
P01_01,take spatula,76843,76892,take,0,spatula,22
P01_01,stir vegetables and tofu,76903,77562,stir,6,vegetable,90
P01_01,still stirring vegetables and tofu,77373,77776,stir,6,vegetable,90
P01_01,put down spatula,77757,77818,put-down,1,spatula,22
P01_01,take spatula,78270,78327,take,0,spatula,22
P01_01,stir rice,78376,78730,stir,6,rice,44
P01_01,put down spatula,78688,78841,put-down,1,spatula,22
P01_01,take spoon,81219,81328,take,0,spoon,7
P01_01,scoop rice,81315,81587,scoop,19,rice,44
P01_01,taste rice,81586,81924,taste,39,rice,44
P01_01,put down spoon,81960,82176,put-down,1,spoon,7
P01_01,turn off hob,82183,82428,turn-off,15,hob,47
P01_01,take saucepan,83567,83707,take,0,saucepan,1
P01_01,drain saucepan,83793,84077,drain,48,saucepan,1
P01_01,drain rice,84118,84528,drain,48,rice,44
P01_01,pour rice onto pan,84580,84786,pour,7,rice,44
P01_01,put on drainer,84780,84840,put-on,1,drainer,61
P01_01,scoop rice,84882,85453,scoop,19,rice,44
P01_01,put down saucepan,85452,85558,put-down,1,saucepan,1
P01_01,put down drainer,85568,85668,put-down,1,drainer,61
P01_01,put down spatula,85702,85751,put-down,1,spatula,22
P01_01,take spatula,85769,85814,take,0,spatula,22
P01_01,stir vegetables rice and tofu,85843,86180,stir,6,vegetable,90
P01_01,put down spatula,86181,86221,put-down,1,spatula,22
P01_01,pour curry powder,86217,86617,pour,7,powder:curry,155
P01_01,take curry powder,86228,86269,take,0,powder:curry,155
P01_01,open curry powder,86293,86349,open,2,powder:curry,155
P01_01,put down curry powder,86577,86643,put-down,1,powder:curry,155
P01_01,take spatula,86631,86695,take,0,spatula,22
P01_01,stir rice,86692,87420,stir,6,rice,44
P01_01,still stirring rice,87320,87756,stir,6,rice,44
P01_01,still stirring rice,87762,88196,stir,6,rice,44
P01_01,still stirring rice,88202,90316,stir,6,rice,44
P01_01,turn off hob,90271,90445,turn-off,15,hob,47
P01_01,stir rice,90483,91084,stir,6,rice,44
P01_01,still stirring rice,91090,91572,stir,6,rice,44
P01_01,still stirring rice,91440,92910,stir,6,rice,44
P01_01,put down spatula,92925,92991,put-down,1,spatula,22
P01_01,close curry powder,93006,93247,close,3,powder:curry,155
P01_01,put curry powder down,93266,93311,put,1,powder:curry,155
P01_01,take container,93332,93407,take,0,container,29
P01_01,take spatula,93409,93520,take,0,spatula,22
P01_01,pour rice into container,93457,93778,pour,7,rice,44
P01_01,pour rice into container,93649,94426,pour,7,rice,44
P01_01,scoop rice,93751,93856,scoop,19,rice,44
P01_01,pour rice into container,93862,93967,pour,7,rice,44
P01_01,scoop rice,93988,94108,scoop,19,rice,44
P01_01,put down container,94433,94479,put-down,1,container,29
P01_01,put down spatula,94451,94518,put-down,1,spatula,22
P01_01,take plate,94522,94637,take,0,plate,4
P01_01,put down plate,94666,94749,put-down,1,plate,4
P01_01,take spatula,94753,94809,take,0,spatula,22
P01_01,pour rice onto plate,94806,95553,pour,7,rice,44
P01_01,scoop rice,95632,95991,scoop,19,rice,44
P01_01,scoop rice,96040,96362,scoop,19,rice,44
P01_01,pour rice into container,96366,97087,pour,7,rice,44
P01_01,scoop rice,96374,97123,scoop,19,rice,44
P01_01,put down spatula,97089,97230,put-down,1,spatula,22
P01_01,put down pan,97259,97387,put-down,1,pan,1
P01_01,open tap,97516,97617,open,2,tap,3
P01_01,washing pan,97624,97782,wash,4,pan,1
P01_01,wash saucepan,97807,98014,wash,4,saucepan,1
P01_01,wash drainer,98021,98112,wash,4,drainer,61
P01_01,close tap,98098,98167,close,3,tap,3
P01_01,take plate,98257,98383,take,0,plate,4
P01_01,put down plate,98424,98501,put-down,1,plate,4
P01_02,take plate,304,410,take,0,plate,4
P01_02,open bin,516,556,open,2,bin,25
P01_02,throw leftovers into bin,607,1087,throw,8,leftover,209
P01_02,close bin,1102,1147,close,3,bin,25
P01_02,put down plate,1260,1353,put-down,1,plate,4
P01_02,take sponge,1441,1515,take,0,sponge,21
P01_02,squeeze sponge,1471,1552,squeeze,21,sponge,21
P01_02,open tap,1575,1638,open,2,tap,3
P01_02,rinse sponge,1605,1755,rinse,4,sponge,21
P01_02,take washing up liquid,1722,1810,take-up,0,liquid,71
P01_02,pour washing up liquid into sponge,1812,1947,pour-up,7,liquid,71
P01_02,squeeze sponge,1948,2132,squeeze,21,sponge,21
P01_02,take fork,2078,2142,take,0,fork,18
P01_02,wash fork,2129,2474,wash,4,fork,18
P01_02,take knife,2505,2557,take,0,knife,5
P01_02,wash knife,2561,2966,wash,4,knife,5
P01_02,put down knife,2970,3001,put-down,1,knife,5
P01_02,take plate,3019,3068,take,0,plate,4
P01_02,wash plate,3053,3631,wash,4,plate,4
P01_02,still washing plate,3627,3805,wash,4,plate,4
P01_02,put down plate,3789,3847,put-down,1,plate,4
P01_02,take spatula,3853,3891,take,0,spatula,22
P01_02,open tap,3996,4057,open,2,tap,3
P01_02,rinse spatula,4042,4162,rinse,4,spatula,22
P01_02,wash spatula,4159,4639,wash,4,spatula,22
P01_02,still washing spatula,4570,4873,wash,4,spatula,22
P01_02,put down spatula,4807,4920,put-down,1,spatula,22
P01_02,take colander,4926,4975,take,0,colander,42
P01_02,wash colander,4974,5300,wash,4,colander,42
P01_02,put down colander,5284,5383,put-down,1,colander,42
P01_02,take saucepan,5387,5482,take,0,saucepan,1
P01_02,wash saucepan,5488,5743,wash,4,saucepan,1
P01_02,still washing saucepan,5742,6072,wash,4,saucepan,1
P01_02,still washing saucepan,6078,6504,wash,4,saucepan,1
P01_02,take colander,6550,6677,take,0,colander,42
P01_02,put down saucepan,6550,6654,put-down,1,saucepan,1
P01_02,put down colander,6645,6735,put-down,1,colander,42
P01_02,empty pan,6801,6958,empty,18,pan,1
P01_02,wash pan,7001,7436,wash,4,pan,1
P01_02,still washing pan,7507,7882,wash,4,pan,1
P01_02,continue washing pan,7888,8179,wash,4,pan,1
P01_02,put down pan,8179,8275,put-down,1,pan,1
P01_02,take cutting board,8311,8431,take,0,board:cutting,19
P01_02,wash cutting board,8452,8797,wash,4,board:cutting,19
P01_02,still washing cutting board,8863,9133,wash,4,board:cutting,19
P01_02,put down cutting board,9139,9214,put-down,1,board:cutting,19
P01_02,take grater,9225,9287,take,0,grater,131
P01_02,wash grater,9282,9423,wash,4,grater,131
P01_02,still washing grater,9340,9816,wash,4,grater,131
P01_02,put down sponge,9803,9837,put-down,1,sponge,21
P01_02,put down grater,9890,10004,put-down,1,grater,131
P01_02,take spoon,10098,10160,take,0,spoon,7
P01_02,take sponge,10249,10287,take,0,sponge,21
P01_02,wash spoon,10292,10412,wash,4,spoon,7
P01_02,put down sponge,10378,10422,put-down,1,sponge,21
P01_02,open tap,10424,10529,open,2,tap,3
P01_02,rinse hand,10521,10587,rinse,4,hand,12
P01_02,rinse spoon,10593,10783,rinse,4,spoon,7
P01_02,rinse grater,10888,11322,rinse,4,grater,131
P01_02,still rinsing grater,11328,11944,rinse,4,grater,131
P01_02,put down grater,11974,12030,put-down,1,grater,131
P01_02,take colander,12025,12135,take,0,colander,42
P01_02,rinse colander,12145,12639,rinse,4,colander,42
P01_02,still rinsing colander,12489,13015,rinse,4,colander,42
P01_02,put down colander,13048,13105,put-down,1,colander,42
P01_02,take spatula,13101,13176,take,0,spatula,22
P01_02,put down spatula,13599,13686,put-down,1,spatula,22
P01_02,take saucepan,13822,13870,take,0,saucepan,1
P01_02,rinse saucepan,13876,14336,rinse,4,saucepan,1
P01_02,still rinsing saucepan,14342,14772,rinse,4,saucepan,1
P01_02,put down saucepan,14739,14937,put-down,1,saucepan,1
P01_02,empty pan,14955,15204,empty,18,pan,1
P01_02,empty pan,15145,15234,empty,18,pan,1
P01_02,rinse pan,15226,15686,rinse,4,pan,1
P01_02,wash pan,15240,15779,wash,4,pan,1
P01_02,adjusting top,15404,15496,adjust,17,top,78
P01_02,wash pan,15477,15852,wash,4,pan,1
P01_02,still rinsing pan,15750,16254,rinse,4,pan,1
P01_02,washing pans,16235,16710,wash,4,pan,1
P01_02,rinse pan,16734,17152,rinse,4,pan,1
P01_02,still rinsing pan,16752,17321,rinse,4,pan,1
P01_02,put down pan,17327,17458,put-down,1,pan,1
P01_02,take knife,17404,17486,take,0,knife,5
P01_02,rinse knife,17479,17724,rinse,4,knife,5
P01_02,take fork,17728,17773,take,0,fork,18
P01_02,put down knife,17729,17818,put-down,1,knife,5
P01_02,rinse fork,17779,17976,rinse,4,fork,18
P01_02,put down fork,17980,18027,put-down,1,fork,18
P01_02,take plate,18031,18076,take,0,plate,4
P01_02,rinse plate,18088,18328,rinse,4,plate,4
P01_02,still rinsing plate,18334,18495,rinse,4,plate,4
P01_02,put down plate,18546,18670,put-down,1,plate,4
P01_02,take cutting board,18556,18601,take,0,board:cutting,19
P01_02,rinse cutting board,18603,19149,rinse,4,board:cutting,19
P01_02,still rinsing cutting board,19170,19455,rinse,4,board:cutting,19
P01_02,put down cutting board,19455,19620,put-down,1,board:cutting,19
P01_02,take sponge,19504,19632,take,0,sponge,21
P01_02,squeeze sponge,19602,19662,squeeze,21,sponge,21
P01_02,still squeezing sponge,19668,20025,squeeze,21,sponge,21
P01_02,take rag,19998,20043,take,0,rag,32
P01_02,still squeezing sponge,20049,20565,squeeze,21,sponge,21
P01_02,rinse rag,20571,20826,rinse,4,rag,32
P01_02,squeeze rag,20832,20952,squeeze,21,rag,32
P01_02,wipe sink,20928,21138,wipe,4,sink,33
P01_02,wipe sink,20942,21540,wipe,4,sink,33
P01_02,squeeze rag,21144,21294,squeeze,21,rag,32
P01_02,wipe counter,21582,21931,wipe,4,counter,78
P01_02,still wiping counter,21892,22048,wipe,4,counter,78
P01_02,wipe counter,22054,22603,wipe,4,counter,78
P01_02,open bin,22662,22738,open,2,bin,25
P01_02,throw leftovers into bin,22739,22784,throw,8,leftover,209
P01_02,close bin,22788,22917,close,3,bin,25
P01_02,wipe cooker,23001,23225,wipe,4,cooker,56
P01_02,still wiping cooker,23225,23601,wipe,4,cooker,56
P01_02,still wiping cooker,23607,24447,wipe,4,cooker,56
P01_02,still wiping cooker,24256,24450,wipe,4,cooker,56
P01_02,wipe counter,24456,24784,wipe,4,counter,78
P01_02,still wiping counter,24789,24947,wipe,4,counter,78
P01_02,wipe sink,24809,25074,wipe,4,sink,33
P01_02,open tap,25059,25171,open,2,tap,3
P01_02,rinse rag,25159,25464,rinse,4,rag,32
P01_02,close tap,25469,25549,close,3,tap,3
P01_02,squeeze rag,25555,25656,squeeze,21,rag,32
P01_02,wipe sink,25663,25842,wipe,4,sink,33
P01_02,still wiping sink,25828,26445,wipe,4,sink,33
P01_02,squeeze rag,26466,26696,squeeze,21,rag,32
P01_02,put down rag,26687,26757,put-down,1,rag,32
P01_02,take cloth,26757,26839,take,0,cloth,32
P01_02,dry hands,26814,27054,dry,11,hand,12
P01_02,put down cloth,27070,27205,put-down,1,cloth,32
P01_02,move chair,27226,27316,move,9,chair,205
P01_02,take eating board,27322,27727,take,0,board:eating,88
P01_02,open drawer,27828,27948,open,2,drawer,9
P01_02,put down eating board,27949,28039,put-down,1,board:eating,88
P01_02,take lid,28087,28165,take,0,lid,11
P01_02,close lid,28107,28259,close,3,lid,11
P01_02,take container,28386,28531,take,0,container,29
P01_02,open fridge,28554,28600,open,2,fridge,10
P01_02,put container into fridge,28620,28866,put,1,container,29
P01_02,close fridge,28927,29008,close,3,fridge,10
P01_02,take bottle,29241,29318,take,0,bottle,28
P01_02,pour water into glass,29340,29586,pour,7,water,17
P01_02,put down bottle,29592,29652,put-down,1,bottle,28
P01_02,drink water,29628,29955,drink,58,water,17
P01_02,close bottle,29679,29829,close,3,bottle,28
P01_03,open door,16,126,open,2,door,8
P01_03,close door,195,352,close,3,door,8
P01_03,switch on lights,292,362,switch-on,12,light,113
P01_03,adjust lights,394,505,adjust,17,light,113
P01_03,open fridge,696,787,open,2,fridge,10
P01_03,take soy milk,814,873,take,0,milk:soy,43
P01_03,take container,891,940,take,0,container,29
P01_03,put back container,1012,1078,put-back,1,container,29
P01_03,take container,1112,1155,take,0,container,29
P01_03,close fridge,1180,1351,close,3,fridge,10
P01_03,put down container,1486,1555,put-down,1,container,29
P01_03,put down soy milk,1495,1552,put-down,1,milk:soy,43
P01_03,take table cloth,1641,1738,take,0,cloth:table,32
P01_03,move bottle,1828,2003,move,9,bottle,28
P01_03,move glass,1978,2067,move,9,glass,16
P01_03,unfold tablecloth,2144,2342,unfold,80,tablecloth,153
P01_03,pull down tablecloth,2285,2545,pull-down,0,tablecloth,153
P01_03,open cupboard,2740,2862,open,2,cupboard,8
P01_03,take cup,2881,2955,take,0,cup,23
P01_03,put down cup,3045,3096,put-down,1,cup,23
P01_03,take soy milk,3102,3177,take,0,milk:soy,43
P01_03,shake soy milk,3183,3343,shake,14,milk:soy,43
P01_03,open soy milk,3340,3457,open,2,milk:soy,43
P01_03,pour soy milk,3472,3886,pour,7,milk:soy,43
P01_03,close soy milk,3892,3988,close,3,milk:soy,43
P01_03,open fridge,4175,4270,open,2,fridge,10
P01_03,put down the soy milk,4276,4326,put-down,1,milk:soy,43
P01_03,close fridge,4328,4407,close,3,fridge,10
P01_03,open drawer,4578,4623,open,2,drawer,9
P01_03,take spoon,4700,4761,take,0,spoon,7
P01_03,close drawer,4767,4827,close,3,drawer,9
P01_03,put down spoon,4910,4956,put-down,1,spoon,7
P01_03,open cupboard,5000,5053,open,2,cupboard,8
P01_03,take cereals,5114,5243,take,0,cereal,96
P01_03,close cupboard,5264,5367,close,3,cupboard,8
P01_03,put down cereals,5541,5700,put-down,1,cereal,96
P01_03,open cereal bag,5700,5836,open,2,bag:cereal,20
